Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,BrazoBlue_1,BrazoBlue_2,BrazoBlue_3,EspaldaBlue_1,EspaldaBlue_2,EspaldaBlue_3
90,16,54,20.105,997.74,0.98371,-0.125156,-0.126886,0.023471,0.27591,-0.24701,-0.948,1.54,2.08,1.53,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-2.21170963995472,4.55984697591046,-0.952729524012976,0.321509497483875,-2.51324686541301,1.05666423754128
91,16,54,20.155,997.8,0.983602,-0.125282,-0.127636,0.023243,0.27649,-0.245,-0.95364,1.54,2.08,1.52,1.7,1.51,1.14,2.29,1.8,1.51,1.81,-2.1532530346028,4.55856885001243,-0.94142785065418,0.338280031385071,-2.49003704740357,1.07399715428775
92,16,54,20.216,997.85,0.983655,-0.124828,-0.127664,0.023276,0.271,-0.23975,-0.9433,1.54,2.08,1.53,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.63674936897337,3.65793586339112,-0.777847324343679,0.28426207515717,-2.35114859130951,0.881056813376496
93,16,54,20.264,997.91,0.983653,-0.124505,-0.127966,0.023461,0.27634,-0.23715,-0.9458,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.88749473938465,4.25813791141804,-0.885210860759295,0.34207785953476,-2.98951644001964,1.03885946075882
94,16,54,20.316,997.96,0.983617,-0.124592,-0.128164,0.023425,0.27908,-0.246,-0.94788,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.63256492482897,3.62763496455031,-0.691792489343585,0.289359897431294,-2.35312343364373,0.911493374521987
95,16,54,20.369,998.01,0.983618,-0.124345,-0.128404,0.023354,0.27563,-0.2392,-0.94778,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.21383708657213,2.67097496393546,-0.490927060083378,0.210983837847251,-1.62552181898542,0.696533862884117
96,16,54,20.418,998.08,0.983629,-0.124078,-0.128605,0.023243,0.27396,-0.24127,-0.94592,1.54,2.08,1.53,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.34980627151999,2.96332692742658,-0.561796963426162,0.234876258141917,-1.9100628977281,0.789957094963584
97,16,54,20.474,998.13,0.983633,-0.123888,-0.12879,0.023053,0.27509,-0.24002,-0.94952,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.82,-1.69717245219783,3.66804636223157,-0.660471873417117,0.284721163498168,-2.206612772229,1.00151411610292
98,16,54,20.526,998.17,0.983659,-0.123699,-0.128796,0.022913,0.27527,-0.24237,-0.94788,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.44228203326764,3.04670005606457,-0.539367172429441,0.245704437352246,-1.80520150689769,0.838845383501375
99,16,54,20.583,998.22,0.983669,-0.123413,-0.129003,0.022872,0.27725,-0.23944,-0.94485,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.6458452618513,3.45796028449454,-0.617018392569728,0.290308189373493,-2.31253716730629,0.945982244747308
100,16,54,20.633,998.28,0.983639,-0.12335,-0.129366,0.022444,0.27728,-0.24164,-0.94788,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.6844907534117,3.46222365476819,-0.580804221290253,0.289271877654911,-2.31501002540811,0.932695390668221
101,16,54,20.685,998.33,0.983632,-0.123351,-0.129457,0.022198,0.2771,-0.242,-0.9494,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.39186922824062,2.86151595492846,-0.48439817218477,0.247825585252266,-2.22371143806694,0.742863172171044
102,16,54,20.737,998.38,0.983654,-0.123154,-0.129515,0.022008,0.27667,-0.23813,-0.94913,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.81,1.51,1.81,-2.3318268214166,4.88407955745078,-0.885553895422679,0.441201762956359,-3.72235527347919,1.23666578064462
103,16,54,20.796,998.43,0.983655,-0.123076,-0.129606,0.021866,0.27524,-0.24091,-0.95352,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-2.14428543825963,4.89159493411937,-0.836713275569325,0.438327794849969,-3.12022409943322,1.21463379217528
104,16,54,20.845,998.49,0.983716,-0.122856,-0.129374,0.021716,0.27435,-0.24167,-0.94897,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-2.09602115509698,5.66290830991974,-0.8719844336238,0.563354273564709,-3.35019541004777,1.31952080678355
105,16,54,20.892,998.54,0.983766,-0.122693,-0.129141,0.021745,0.2728,-0.24088,-0.94626,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.81,1.51,1.81,-1.44233240679843,4.08660107296411,-0.461857491535026,0.45220238016075,-2.3738096487326,0.88246796624756
106,16,54,20.948,998.59,0.983804,-0.122537,-0.129007,0.0217,0.27518,-0.23981,-0.94736,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-1.34138637503157,5.65617146840611,-0.453489232255804,0.635835829385897,-3.00128868939793,1.07849689915934
107,16,54,21.005,998.64,0.983852,-0.122373,-0.12879,0.021745,0.27405,-0.23624,-0.94974,1.54,2.08,1.53,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-0.966543295061712,7.56240474639622,-0.351529252663809,0.807162874864815,-3.64945851057364,1.14360290445384
108,16,54,21.054,998.7,0.983913,-0.122012,-0.128641,0.021885,0.26913,-0.23657,-0.9436,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,-0.384073582287606,9.51712353445714,-0.620661891984833,1.03254737858653,-5.1585385084842,1.1234161844674
109,16,54,21.104,998.76,0.983906,-0.122078,-0.128611,0.022047,0.27588,-0.24008,-0.95395,1.54,2.08,1.52,1.7,1.5,1.14,2.29,1.8,1.51,1.81,0.575722108133867,11.2079718455637,-1.05059321760712,1.15755959923433,-5.04612082141379,1.02089681943835
110,16,54,21.168,998.8,0.983918,-0.121973,-0.128611,0.022094,0.27332,-0.23709,-0.95123,1.54,2.08,1.52,1.7,1.5,1.14,2.3,1.8,1.51,1.81,1.09325791086638,8.64411888978876,-1.05920121904701,0.868754260693196,-3.82738276497371,0.553490658135178
111,16,54,21.217,998.86,0.983951,-0.121831,-0.128494,0.022086,0.27014,-0.23871,-0.94473,1.54,2.08,1.52,1.7,1.5,1.14,2.3,1.8,1.51,1.81,1.73653464858062,11.1926323644816,-1.69491861208003,1.07693311242216,-4.61338561629608,0.544333598341114
112,16,54,21.277,998.91,0.983915,-0.122077,-0.128544,0.022034,0.27258,-0.23969,-0.95358,1.54,2.08,1.53,1.7,1.5,1.14,2.3,1.8,1.51,1.81,1.27118098721553,11.278259728456,-1.36848580471385,1.01799420306698,-4.27882209029301,0.35895142478215
113,16,54,21.32,998.97,0.983932,-0.12203,-0.128473,0.021955,0.27542,-0.24088,-0.94812,1.55,2.08,1.52,1.7,1.5,1.14,2.3,1.8,1.51,1.81,2.53149944051361,22.2172654570742,-2.94431819381888,1.91666391171047,-8.39003699793965,0.434322779223346
114,16,54,21.379,999.01,0.983918,-0.122051,-0.128586,0.021783,0.27014,-0.23825,-0.94373,1.55,2.08,1.52,1.7,1.5,1.13,2.3,1.8,1.51,1.81,3.17867472065208,24.0143323894985,-3.77558514233019,2.0005340163775,-8.43703161487591,0.225275167039153
115,16,54,21.428,999.07,0.983866,-0.12226,-0.128843,0.02143,0.27872,-0.24066,-0.95129,1.55,2.08,1.53,1.7,1.5,1.14,2.3,1.8,1.51,1.81,3.50829132572384,28.3247083336808,-4.6187387671023,2.27976542039529,-10.3690017479553,0.0945908549364197
116,16,54,21.482,999.12,0.983852,-0.122552,-0.128796,0.020695,0.27753,-0.24536,-0.95407,1.55,2.08,1.52,1.7,1.5,1.14,2.3,1.8,1.51,1.81,3.51809598894558,23.5003126205945,-4.58687236862011,1.82589433996422,-8.51223539593974,-0.0264394006947514
117,16,54,21.536,999.17,0.98392,-0.122654,-0.128428,0.019094,0.27527,-0.24353,-0.94739,1.55,2.08,1.52,1.7,1.5,1.14,2.3,1.8,1.51,1.81,2.370507,17.50001,-3.374987,1.285886,-5.767096,-0.085367
118,16,54,21.583,999.23,0.984006,-0.122916,-0.127897,0.016327,0.27161,-0.25708,-0.94733,1.55,2.08,1.52,1.71,1.49,1.14,2.3,1.8,1.51,1.81,3.65077908664994,25.7193249483302,-5.18617758222212,1.781578794613,-7.18588587465205,-0.16686666825441
119,16,54,21.639,999.28,0.984029,-0.123747,-0.127332,0.012661,0.27292,-0.25986,-0.95169,1.55,2.08,1.52,1.7,1.49,1.14,2.3,1.81,1.51,1.81,5.09707843127013,33.4962455550151,-7.22615803428716,2.23189648059313,-8.6894228333596,-0.367068736528201
120,16,54,21.689,999.33,0.98405,-0.125125,-0.126234,0.007382,0.27045,-0.26724,-0.93933,1.55,2.08,1.52,1.7,1.49,1.14,2.3,1.8,1.51,1.81,5.46774104542303,35.9362395624369,-7.70255393575285,2.2806369071378,-9.80361774637889,-0.584520753243288
121,16,54,21.738,999.4,0.983844,-0.127058,-0.126098,-0.002632,0.26022,-0.27432,-0.94254,1.55,2.08,1.51,1.7,1.48,1.14,2.3,1.81,1.52,1.81,6.57650883401347,40.933215355852,-9.02165762649462,2.49279340885957,-10.6123832319189,-0.845234159003495
122,16,54,21.793,999.44,0.983652,-0.127883,-0.126447,-0.009253,0.27069,-0.27777,-0.94159,1.56,2.08,1.51,1.7,1.48,1.14,2.3,1.8,1.52,1.81,4.97700783187932,28.6922145108537,-6.68506170355912,1.68240688728011,-7.54465816515114,-0.740379756786539
123,16,54,21.85,999.5,0.983053,-0.129979,-0.127519,-0.021249,0.25995,-0.26697,-0.93115,1.56,2.08,1.51,1.7,1.47,1.14,2.3,1.8,1.52,1.81,6.37385357339543,34.7218009379033,-8.51948716146241,2.02078677487825,-9.69207267278247,-1.02582687304174
124,16,54,21.905,999.54,0.982432,-0.131366,-0.129152,-0.029842,0.26508,-0.28851,-0.92737,1.56,2.08,1.51,1.7,1.47,1.14,2.3,1.81,1.52,1.8,9.06383694660103,48.0069512593359,-12.2127208708632,2.70436017727543,-13.4688757825795,-1.512720378418
125,16,54,21.954,999.6,0.981452,-0.132257,-0.131972,-0.042924,0.25537,-0.27539,-0.93793,1.56,2.08,1.51,1.69,1.46,1.13,2.3,1.81,1.52,1.8,10.6599146990595,53.4631205433152,-14.4625733893115,2.92630666024153,-14.5569486315161,-1.77812604649976
126,16,54,22.013,999.65,0.980526,-0.132679,-0.134585,-0.053398,0.27145,-0.27301,-0.9382,1.56,2.08,1.51,1.69,1.45,1.14,2.3,1.8,1.52,1.8,10.9872580441836,53.6965184887455,-15.2050795934472,2.7930719873208,-13.6946660606826,-1.87643369565553
127,16,54,22.063,999.71,0.979084,-0.133993,-0.138158,-0.065969,0.27283,-0.2923,-0.9249,1.55,2.08,1.5,1.69,1.44,1.13,2.3,1.8,1.52,1.8,11.7724432797374,55.9936402952677,-16.4476742841327,2.7868674386865,-12.7057079218295,-1.98111236025379
128,16,54,22.116,999.76,0.977458,-0.135885,-0.141956,-0.077202,0.27505,-0.28113,-0.92795,1.55,2.08,1.5,1.69,1.43,1.13,2.3,1.8,1.52,1.79,10.0743781991005,46.2608140425505,-14.165873043334,2.2235055455658,-9.30401158013742,-1.65502546665383
129,16,54,22.172,999.81,0.975386,-0.138827,-0.146238,-0.089236,0.28052,-0.30649,-0.93469,1.56,2.08,1.49,1.69,1.41,1.13,2.3,1.8,1.52,1.79,13.0831085172306,57.9290620993076,-18.5307228725986,2.63526339582001,-10.5445954043872,-2.16459123523428
130,16,54,22.221,999.87,0.973058,-0.139993,-0.151074,-0.103618,0.27634,-0.30316,-0.92447,1.55,2.08,1.49,1.69,1.39,1.13,2.3,1.8,1.52,1.78,15.2595699514243,64.1196534290675,-21.3639070909254,2.81310747857506,-10.543917034078,-2.4754371366562
131,16,54,22.283,999.91,0.971362,-0.140846,-0.154161,-0.113371,0.28586,-0.30701,-0.92511,1.55,2.08,1.48,1.69,1.38,1.13,2.3,1.8,1.52,1.78,12.3276735463001,50.3065125963958,-17.1098740552383,2.10511373184355,-6.60634905396077,-2.01592234929079
132,16,54,22.324,999.98,0.968101,-0.143429,-0.15938,-0.129643,0.28796,-0.3212,-0.92654,1.55,2.08,1.48,1.69,1.36,1.13,2.3,1.8,1.52,1.77,13.8221335991966,54.5084951227883,-19.0485400826882,2.20286819644146,-6.40765530132239,-2.25791902330079
133,16,54,22.383,1000.02,0.966136,-0.145171,-0.161964,-0.138833,0.29538,-0.32516,-0.91891,1.55,2.08,1.48,1.68,1.34,1.13,2.3,1.8,1.52,1.77,14.1008689213164,53.3258408125255,-19.3086731684468,2.07137917418959,-5.74923730734146,-2.29606720534754
134,16,54,22.432,1000.08,0.962994,-0.14818,-0.165831,-0.152266,0.29327,-0.32565,-0.90829,1.55,2.09,1.47,1.68,1.32,1.13,2.3,1.8,1.52,1.76,16.4070288877612,59.660287081765,-22.4231910967206,2.28396182872519,-6.13534924954756,-2.59512442231432
135,16,54,22.484,1000.13,0.959961,-0.151178,-0.169856,-0.163614,0.29053,-0.35016,-0.89352,1.55,2.09,1.47,1.68,1.3,1.13,2.3,1.8,1.52,1.76,14.3926074099615,51.5425047278399,-19.6272084088688,1.90294029459591,-5.25806509708552,-2.26836338205538
136,16,54,22.539,1000.18,0.956688,-0.154642,-0.1741,-0.174708,0.29602,-0.35797,-0.9014,1.55,2.09,1.46,1.68,1.28,1.12,2.3,1.8,1.52,1.75,20.0166322684133,70.5770907232938,-27.3043100474966,2.48333886793129,-6.53439017030619,-3.21722495505283
137,16,54,22.587,1000.24,0.952649,-0.157673,-0.179679,-0.187923,0.30246,-0.36334,-0.89499,1.55,2.09,1.46,1.68,1.27,1.13,2.31,1.8,1.52,1.74,23.8987020745469,83.4701397985331,-32.4421631401249,2.81723628858789,-6.60422839003535,-3.91049523468043
138,16,54,22.646,1000.28,0.950141,-0.159129,-0.183223,-0.195806,0.29797,-0.36996,-0.89337,1.54,2.09,1.45,1.67,1.25,1.12,2.31,1.79,1.52,1.74,24.8074574970068,82.5101868419625,-33.2821863844923,2.61493806301157,-5.31592092026811,-4.00743048947578
139,16,54,22.702,1000.34,0.946348,-0.160622,-0.188963,-0.207168,0.3085,-0.3905,-0.87384,1.54,2.09,1.44,1.67,1.24,1.12,2.31,1.79,1.52,1.73,15.8299145862817,50.9805338761304,-21.0950847369393,1.50433122112418,-3.10794366728798,-2.56474192101097
140,16,54,22.749,1000.4,0.941832,-0.163708,-0.195321,-0.219095,0.30991,-0.40323,-0.87674,1.54,2.1,1.44,1.67,1.22,1.12,2.31,1.79,1.52,1.73,22.1792291046323,69.9440606707475,-29.5115249015741,1.98027020976877,-2.98720268784013,-3.56934856035605
141,16,54,22.801,1000.46,0.93732,-0.166367,-0.201363,-0.230665,0.32217,-0.41397,-0.87949,1.53,2.1,1.43,1.67,1.21,1.12,2.31,1.79,1.52,1.72,19.6461785038916,59.6926045424328,-26.0364470854559,1.64898734666287,-1.45002904940053,-3.0890277135389
142,16,54,22.862,1000.5,0.934253,-0.167645,-0.205492,-0.23841,0.32172,-0.41608,-0.87817,1.53,2.1,1.43,1.67,1.2,1.12,2.31,1.79,1.52,1.72,32.7105833685651,93.9032848439872,-41.8865199258158,2.49391444536428,-1.66839190271599,-5.02741478069293
143,16,54,22.908,1000.55,0.930228,-0.17021,-0.210052,-0.248159,0.31451,-0.43826,-0.86395,1.53,2.1,1.42,1.67,1.19,1.11,2.31,1.79,1.52,1.72,24.5754017076466,69.1814968994302,-31.1723288291947,1.76321543513987,-0.902026725122086,-3.68933066384415
144,16,54,22.963,1000.6,0.926501,-0.17201,-0.213907,-0.257397,0.32983,-0.42764,-0.86603,1.53,2.1,1.42,1.67,1.18,1.11,2.31,1.78,1.53,1.72,33.9640354215422,91.6400959250227,-42.8647614957592,2.18182021611425,-0.826434391522005,-4.85318234891633
145,16,54,23.014,1000.66,0.921867,-0.174335,-0.218704,-0.268212,0.32352,-0.45346,-0.85162,1.52,2.1,1.42,1.67,1.17,1.11,2.31,1.78,1.53,1.71,33.0817349556337,86.8349777293685,-41.345117564186,1.92462161733263,-0.745768031163158,-4.62946370710583
146,16,54,23.07,1000.71,0.917584,-0.176207,-0.223351,-0.277678,0.31619,-0.47125,-0.83179,1.52,2.1,1.41,1.67,1.16,1.11,2.31,1.78,1.52,1.71,40.8475466734062,103.462950237049,-50.4309061596052,2.20705902438514,0.409290359734365,-5.51459100258737
147,16,54,23.122,1000.76,0.912845,-0.178674,-0.228614,-0.287273,0.31595,-0.47205,-0.84503,1.51,2.1,1.41,1.66,1.16,1.1,2.31,1.78,1.53,1.7,37.0883058060315,92.0558545468077,-45.3041538773172,1.93700540228116,1.55425680799808,-4.87229166444819
148,16,54,23.174,1000.83,0.906669,-0.18085,-0.234787,-0.300199,0.34326,-0.49188,-0.83823,1.51,2.1,1.41,1.66,1.15,1.1,2.31,1.78,1.52,1.7,33.4366710373495,79.8610344868774,-40.5606356259159,1.61489816490392,1.88824348530292,-4.25499464555464
149,16,54,23.232,1000.87,0.903063,-0.181356,-0.238334,-0.30787,0.33829,-0.48047,-0.82898,1.5,2.11,1.4,1.66,1.14,1.1,2.31,1.78,1.52,1.7,35.284298087703,83.4893081875311,-42.3713524406225,1.59065800626106,2.12888210257101,-4.41498349597474
150,16,54,23.273,1000.94,0.896485,-0.182611,-0.243732,-0.32181,0.33218,-0.49295,-0.81137,1.5,2.11,1.4,1.65,1.13,1.1,2.31,1.78,1.53,1.7,38.4529568142249,88.6601947280867,-45.947004551055,1.61055389514062,2.58578903949737,-4.68483545621334
151,16,54,23.337,1000.96,0.894381,-0.183083,-0.245459,-0.326056,0.33188,-0.51486,-0.81564,1.5,2.11,1.4,1.66,1.13,1.1,2.31,1.78,1.53,1.7,47.8045348438768,108.499880723123,-56.8734764464634,1.88298724543194,4.1049817405018,-5.67669595159279
152,16,54,23.384,1001.03,0.887337,-0.184292,-0.251156,-0.339985,0.33224,-0.50623,-0.8143,1.49,2.11,1.39,1.65,1.12,1.09,2.31,1.78,1.53,1.7,32.6825781463585,71.9377073813966,-38.8133473474204,1.23435703106961,3.51691115368024,-3.74762784503972
153,16,54,23.442,1001.08,0.882423,-0.184853,-0.254887,-0.349558,0.33377,-0.50458,-0.8103,1.49,2.11,1.39,1.65,1.12,1.09,2.31,1.78,1.53,1.7,34.7089750233917,75.0714616243579,-41.0848234271602,1.26241293283835,4.06519260170946,-3.88991137774827
154,16,54,23.491,1001.14,0.876537,-0.185327,-0.259641,-0.360449,0.35837,-0.51047,-0.80301,1.48,2.11,1.39,1.65,1.11,1.09,2.31,1.77,1.53,1.7,39.1488270251644,82.5555835461152,-46.329879908171,1.34920612364641,4.66818381816143,-4.3110336983392
155,16,54,23.541,1001.2,0.870943,-0.186223,-0.263679,-0.370478,0.31888,-0.57074,-0.80484,1.48,2.11,1.39,1.65,1.11,1.09,2.31,1.77,1.53,1.69,40.1146460327226,83.0854366126571,-47.3307927455691,1.31246303663937,4.74450174928193,-4.36478186431162
156,16,54,23.6,1001.24,0.867474,-0.18599,-0.265733,-0.377204,0.34314,-0.52554,-0.79669,1.47,2.11,1.39,1.65,1.11,1.09,2.31,1.77,1.53,1.69,38.5577033868584,78.9443177645795,-45.4175336615474,1.1309514601687,3.8156663218812,-4.23291547598416
157,16,54,23.651,1001.29,0.863173,-0.18616,-0.268229,-0.385137,0.38046,-0.51172,-0.8067,1.47,2.11,1.39,1.65,1.1,1.09,2.31,1.78,1.53,1.69,35.7502868685242,72.0525847813523,-42.0399837608036,0.935402781918236,2.8228781551478,-3.91923536362363
158,16,54,23.706,1001.34,0.858784,-0.1867,-0.270548,-0.392984,0.28235,-0.55524,-0.80286,1.47,2.11,1.38,1.65,1.1,1.09,2.31,1.78,1.53,1.69,48.3473587925982,96.2510637948238,-56.8254030101864,1.14847721747559,3.07799575942569,-5.30817385365919
159,16,54,23.762,1001.4,0.853695,-0.187032,-0.272777,-0.402265,0.33392,-0.54916,-0.79144,1.46,2.12,1.38,1.65,1.1,1.08,2.31,1.77,1.52,1.69,56.5982357444111,113.013090233373,-66.650372825874,1.29266867211944,5.60279676966647,-6.27042563989977
160,16,54,23.811,1001.46,0.84888,-0.186925,-0.274712,-0.41109,0.34998,-0.53168,-0.77457,1.47,2.11,1.38,1.65,1.1,1.08,2.3,1.78,1.53,1.69,30.13039,59.816036,-35.58482,0.70297,4.267067,-3.341631
161,16,54,23.855,1001.52,0.844091,-0.187221,-0.276985,-0.41921,0.30414,-0.57861,-0.77383,1.47,2.11,1.39,1.64,1.1,1.08,2.31,1.78,1.53,1.69,51.4134686249999,102.416873534711,-60.8307531811146,1.25320107934278,9.19907423890321,-5.77494791629423
162,16,54,23.915,1001.55,0.842031,-0.186936,-0.277575,-0.423074,0.34399,-0.53842,-0.77634,1.47,2.11,1.38,1.65,1.11,1.08,2.31,1.77,1.53,1.7,44.0576966081372,90.1761862339081,-52.2561236321727,1.14260500751835,9.08642720412901,-5.14533226184068
163,16,54,23.969,1001.61,0.837961,-0.18679,-0.279306,-0.430022,0.32556,-0.55661,-0.77106,1.47,2.11,1.39,1.65,1.11,1.09,2.31,1.78,1.53,1.7,29.5816679678585,61.2474747353428,-35.2529976154115,0.822206900139385,6.02943225197285,-3.52042563440208
164,16,54,24.022,1001.66,0.834596,-0.186428,-0.280767,-0.435734,0.31909,-0.54102,-0.75793,1.46,2.11,1.39,1.65,1.11,1.09,2.31,1.77,1.53,1.7,46.1507692072893,97.8468127490777,-55.3393897076795,1.33960759381167,7.60196679848946,-5.67979903666649
165,16,54,24.074,1001.72,0.830465,-0.187043,-0.283797,-0.441363,0.31146,-0.60458,-0.77286,1.47,2.11,1.39,1.65,1.12,1.09,2.31,1.78,1.53,1.7,37.5228331438519,82.946094994272,-45.3284303998176,1.15085724953536,4.52005398134396,-4.7954421526098
166,16,54,24.132,1001.77,0.827275,-0.187126,-0.285559,-0.446156,0.31506,-0.56464,-0.78342,1.47,2.11,1.39,1.65,1.13,1.09,2.31,1.77,1.53,1.7,36.5569096777566,83.565091653527,-44.7440277645088,1.23983350095986,3.28684408847358,-4.71900318237798
167,16,54,24.179,1001.83,0.823918,-0.187089,-0.2877,-0.450983,0.31094,-0.59354,-0.77466,1.47,2.11,1.39,1.65,1.14,1.09,2.31,1.78,1.53,1.7,43.5399151879772,102.287417397815,-53.9352438639979,1.63988786752075,4.36852314780914,-5.59438543138254
168,16,54,24.229,1001.89,0.820941,-0.186752,-0.289342,-0.455479,0.32556,-0.56409,-0.77103,1.47,2.11,1.4,1.65,1.14,1.1,2.31,1.78,1.53,1.71,41.4117448316703,100.796932592718,-51.9079594167952,1.74402552413724,4.72065508216822,-5.24504620808121
169,16,54,24.291,1001.94,0.818563,-0.18716,-0.290891,-0.458593,0.32559,-0.57565,-0.77145,1.48,2.11,1.4,1.65,1.15,1.1,2.31,1.78,1.52,1.71,29.6811481419136,75.0724488663856,-37.7490535076872,1.42743871551569,3.88520549641622,-3.70232429193639
170,16,54,24.338,1001.99,0.816625,-0.187268,-0.291955,-0.46132,0.31891,-0.56598,-0.76547,1.48,2.11,1.4,1.65,1.15,1.1,2.31,1.78,1.52,1.72,35.3423521448313,92.6650917056882,-45.4331185854687,1.91688731741565,5.64007484171902,-4.37745636382499
171,16,54,24.395,1002.03,0.81561,-0.187436,-0.29269,-0.462581,0.31726,-0.55923,-0.77921,1.48,2.11,1.4,1.65,1.16,1.1,2.3,1.78,1.52,1.72,36.2294496755863,98.4242647141444,-46.641763445871,2.26216852700533,6.96862681406213,-4.52443617042309
172,16,54,24.452,1002.09,0.815971,-0.186776,-0.292466,-0.462353,0.31958,-0.5676,-0.76068,1.49,2.1,1.41,1.65,1.17,1.11,2.3,1.78,1.52,1.72,19.4797427233801,54.1262377492382,-25.2138193134213,1.34457756572069,3.87923219643619,-2.46570116034124
173,16,54,24.497,1002.16,0.816897,-0.187485,-0.292978,-0.460101,0.3284,-0.57568,-0.78342,1.49,2.1,1.41,1.66,1.17,1.11,2.3,1.78,1.52,1.72,29.5387007698642,81.7050722799695,-38.6520898345544,2.17618227411166,5.98027880583597,-3.65788559075576
174,16,54,24.553,1002.19,0.817795,-0.187608,-0.292468,-0.458777,0.33582,-0.577,-0.76733,1.49,2.1,1.42,1.66,1.18,1.11,2.3,1.79,1.52,1.72,31.7089235157228,94.1017091279457,-41.7058702250046,2.66102956244764,6.82515063979132,-3.97462933473662
175,16,54,24.6,1002.25,0.820173,-0.188098,-0.291142,-0.455162,0.33237,-0.57425,-0.75461,1.5,2.1,1.42,1.66,1.19,1.12,2.29,1.79,1.51,1.73,20.6592104248911,62.726759593646,-27.7149224433066,1.82799027449759,4.38855377226311,-2.52035750279833
176,16,54,24.653,1002.31,0.822688,-0.188906,-0.290335,-0.450782,0.33804,-0.56802,-0.77866,1.5,2.09,1.42,1.66,1.19,1.12,2.29,1.79,1.51,1.73,28.8129487395976,90.3439418901247,-39.0967682515237,2.7419049410819,5.80995077015276,-3.45622597460654
177,16,54,24.713,1002.35,0.825461,-0.189117,-0.288696,-0.446658,0.34357,-0.56018,-0.77542,1.5,2.09,1.42,1.66,1.2,1.12,2.29,1.79,1.51,1.73,24.1228091082075,78.374087080132,-33.1348538795235,2.48456238362303,3.77316190255736,-2.81398965517219
178,16,54,24.758,1002.4,0.830058,-0.188581,-0.286046,-0.440021,0.33176,-0.54922,-0.77585,1.51,2.09,1.42,1.66,1.21,1.12,2.29,1.79,1.51,1.74,17.5906416926881,59.1040786404931,-24.5032841369934,1.94239790588532,3.14404066837041,-1.99175713507945
179,16,54,24.82,1002.45,0.835336,-0.18823,-0.283496,-0.431755,0.36118,-0.56824,-0.74664,1.51,2.09,1.43,1.66,1.22,1.13,2.28,1.79,1.51,1.74,23.3756438590599,80.0075795812579,-32.8380788938537,2.73065959302613,6.08493340564032,-2.41835971229297
180,16,54,24.873,1002.51,0.840591,-0.189183,-0.281592,-0.422283,0.31744,-0.54959,-0.78104,1.52,2.08,1.43,1.66,1.23,1.13,2.28,1.79,1.5,1.74,17.5988813543367,63.0263147801772,-25.1680110094635,2.20305336967401,5.82368950690483,-1.71113521613311
181,16,54,24.92,1002.57,0.846516,-0.18846,-0.278621,-0.412632,0.33923,-0.56131,-0.78271,1.52,2.08,1.44,1.67,1.24,1.13,2.27,1.79,1.5,1.75,20.1557149374936,75.1176205913982,-29.4411174511666,2.68558163010257,7.66015130366732,-1.86239655341888
182,16,54,24.977,1002.61,0.850552,-0.188464,-0.276221,-0.405886,0.32892,-0.54343,-0.79514,1.53,2.08,1.44,1.67,1.25,1.13,2.27,1.79,1.5,1.75,10.9261896979711,40.6514971385428,-16.1234002292723,1.51353671628747,4.48224404686674,-0.913989978921848
183,16,54,25.032,1002.67,0.857121,-0.187648,-0.27184,-0.395266,0.34744,-0.54889,-0.79544,1.53,2.08,1.45,1.67,1.26,1.14,2.27,1.8,1.5,1.75,13.9351981567166,53.6626448593066,-21.0219321013498,2.09138204170775,5.23932680601636,-1.12121353382624
184,16,54,25.082,1002.73,0.863285,-0.188288,-0.267016,-0.384694,0.34296,-0.55676,-0.79016,1.54,2.08,1.46,1.67,1.27,1.14,2.27,1.8,1.5,1.76,12.8208725204204,52.1336014376145,-19.9536076149463,2.09969196634568,4.56788490848703,-0.990136642293796
185,16,54,25.134,1002.78,0.868414,-0.187812,-0.262524,-0.376385,0.34122,-0.52454,-0.78192,1.55,2.08,1.46,1.67,1.28,1.14,2.27,1.8,1.5,1.76,10.0299108737871,41.8939943756766,-15.9028595157228,1.75928179590527,3.45037620238563,-0.709821350957399
